epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,263.469,3.74275,5.89294,3.15247,0.00017,0.05,2e-05,0,4.14905,48.1404,3.52246,0.000486208,0.000486208,0.000486208
